,date,wind_code,sec_name,wind_type1
1125,2020-11-15,002674.SZ,兴业科技,A股
1126,2020-11-15,002675.SZ,东诚药业,A股
1127,2020-11-15,002676.SZ,顺威股份,A股
1128,2020-11-15,002677.SZ,浙江美大,A股
1129,2020-11-15,002678.SZ,珠江钢琴,A股
1130,2020-11-15,002679.SZ,福建金森,A股
1131,2020-11-15,002681.SZ,*ST奋达,A股
1132,2020-11-15,002682.SZ,龙洲股份,A股
1133,2020-11-15,002683.SZ,宏大爆破,A股
1134,2020-11-15,002684.SZ,ST猛狮,A股
1135,2020-11-15,002685.SZ,华东重机,A股
1136,2020-11-15,002686.SZ,亿利达,A股
1137,2020-11-15,002687.SZ,乔治白,A股
1138,2020-11-15,002688.SZ,金河生物,A股
1139,2020-11-15,002689.SZ,远大智能,A股
1140,2020-11-15,002690.SZ,美亚光电,A股
1141,2020-11-15,002691.SZ,冀凯股份,A股
1142,2020-11-15,002692.SZ,ST远程,A股
1143,2020-11-15,002693.SZ,双成药业,A股
1144,2020-11-15,002694.SZ,顾地科技,A股
1145,2020-11-15,002695.SZ,煌上煌,A股
1146,2020-11-15,002696.SZ,百洋股份,A股
1147,2020-11-15,002697.SZ,红旗连锁,A股
1148,2020-11-15,002698.SZ,博实股份,A股
1149,2020-11-15,002699.SZ,美盛文化,A股
1150,2020-11-15,002700.SZ,ST浩源,A股
1151,2020-11-15,002701.SZ,奥瑞金,A股
1152,2020-11-15,002702.SZ,海欣食品,A股
1153,2020-11-15,002703.SZ,浙江世宝,A股
1154,2020-11-15,002705.SZ,新宝股份,A股
1155,2020-11-15,002706.SZ,良信股份,A股
1156,2020-11-15,002707.SZ,众信旅游,A股
1157,2020-11-15,002708.SZ,光洋股份,A股
1158,2020-11-15,002709.SZ,天赐材料,A股
1159,2020-11-15,002711.SZ,*ST欧浦,A股
1160,2020-11-15,002712.SZ,思美传媒,A股
1161,2020-11-15,002713.SZ,东易日盛,A股
1162,2020-11-15,002714.SZ,牧原股份,A股
1163,2020-11-15,002715.SZ,登云股份,A股
1164,2020-11-15,002716.SZ,*ST金贵,A股
1165,2020-11-15,002717.SZ,岭南股份,A股
1166,2020-11-15,002718.SZ,友邦吊顶,A股
1167,2020-11-15,002719.SZ,*ST麦趣,A股
1168,2020-11-15,002721.SZ,金一文化,A股
1169,2020-11-15,002722.SZ,金轮股份,A股
1170,2020-11-15,002723.SZ,金莱特,A股
1171,2020-11-15,002724.SZ,海洋王,A股
1172,2020-11-15,002725.SZ,跃岭股份,A股
1173,2020-11-15,002726.SZ,龙大肉食,A股
1174,2020-11-15,002727.SZ,一心堂,A股
1175,2020-11-15,002728.SZ,特一药业,A股
1176,2020-11-15,002729.SZ,好利来,A股
1177,2020-11-15,002730.SZ,电光科技,A股
1178,2020-11-15,002731.SZ,萃华珠宝,A股
1179,2020-11-15,002732.SZ,燕塘乳业,A股
1180,2020-11-15,002733.SZ,雄韬股份,A股
1181,2020-11-15,002734.SZ,利民股份,A股
1182,2020-11-15,002735.SZ,王子新材,A股
1183,2020-11-15,002736.SZ,国信证券,A股
1184,2020-11-15,002737.SZ,葵花药业,A股
1185,2020-11-15,002738.SZ,中矿资源,A股
1186,2020-11-15,002739.SZ,万达电影,A股
1187,2020-11-15,002740.SZ,爱迪尔,A股
1188,2020-11-15,002741.SZ,光华科技,A股
1189,2020-11-15,002742.SZ,三圣股份,A股
1190,2020-11-15,002743.SZ,富煌钢构,A股
1191,2020-11-15,002745.SZ,木林森,A股
1192,2020-11-15,002746.SZ,仙坛股份,A股
1193,2020-11-15,002747.SZ,埃斯顿,A股
1194,2020-11-15,002748.SZ,世龙实业,A股
1195,2020-11-15,002749.SZ,国光股份,A股
1196,2020-11-15,002750.SZ,龙津药业,A股
1197,2020-11-15,002751.SZ,易尚展示,A股
1198,2020-11-15,002752.SZ,昇兴股份,A股
1199,2020-11-15,002753.SZ,永东股份,A股
1200,2020-11-15,002755.SZ,奥赛康,A股
1201,2020-11-15,002756.SZ,永兴材料,A股
1202,2020-11-15,002757.SZ,南兴股份,A股
1203,2020-11-15,002758.SZ,华通医药,A股
1204,2020-11-15,002759.SZ,天际股份,A股
1205,2020-11-15,002760.SZ,凤形股份,A股
1206,2020-11-15,002761.SZ,多喜爱,A股
1207,2020-11-15,002762.SZ,金发拉比,A股
1208,2020-11-15,002763.SZ,汇洁股份,A股
1209,2020-11-15,002765.SZ,蓝黛科技,A股
1210,2020-11-15,002766.SZ,ST索菱,A股
1211,2020-11-15,002767.SZ,先锋电子,A股
1212,2020-11-15,002768.SZ,国恩股份,A股
1213,2020-11-15,002769.SZ,普路通,A股
1214,2020-11-15,002770.SZ,ST科迪,A股
1215,2020-11-15,002771.SZ,真视通,A股
1216,2020-11-15,002772.SZ,众兴菌业,A股
1217,2020-11-15,002773.SZ,康弘药业,A股
1218,2020-11-15,002774.SZ,快意电梯,A股
1219,2020-11-15,002775.SZ,文科园林,A股
1220,2020-11-15,002776.SZ,柏堡龙,A股
1221,2020-11-15,002777.SZ,久远银海,A股
1222,2020-11-15,002778.SZ,高科石化,A股
1223,2020-11-15,002779.SZ,中坚科技,A股
1224,2020-11-15,002780.SZ,三夫户外,A股
1225,2020-11-15,002781.SZ,奇信股份,A股
1226,2020-11-15,002782.SZ,可立克,A股
1227,2020-11-15,002783.SZ,凯龙股份,A股
1228,2020-11-15,002785.SZ,万里石,A股
1229,2020-11-15,002786.SZ,银宝山新,A股
1230,2020-11-15,002787.SZ,华源控股,A股
1231,2020-11-15,002788.SZ,鹭燕医药,A股
1232,2020-11-15,002789.SZ,建艺集团,A股
1233,2020-11-15,002790.SZ,瑞尔特,A股
1234,2020-11-15,002791.SZ,坚朗五金,A股
1235,2020-11-15,002792.SZ,通宇通讯,A股
1236,2020-11-15,002793.SZ,罗欣药业,A股
1237,2020-11-15,002795.SZ,永和智控,A股
1238,2020-11-15,002796.SZ,世嘉科技,A股
1239,2020-11-15,002797.SZ,第一创业,A股
1240,2020-11-15,002798.SZ,帝欧家居,A股
1241,2020-11-15,002799.SZ,环球印务,A股
1242,2020-11-15,002800.SZ,天顺股份,A股
1243,2020-11-15,002801.SZ,微光股份,A股
1244,2020-11-15,002802.SZ,洪汇新材,A股
1245,2020-11-15,002803.SZ,吉宏股份,A股
1246,2020-11-15,002805.SZ,丰元股份,A股
1247,2020-11-15,002806.SZ,华锋股份,A股
1248,2020-11-15,002807.SZ,江阴银行,A股
1249,2020-11-15,002808.SZ,恒久科技,A股
1250,2020-11-15,002809.SZ,红墙股份,A股
1251,2020-11-15,002810.SZ,山东赫达,A股
1252,2020-11-15,002811.SZ,郑中设计,A股
1253,2020-11-15,002812.SZ,恩捷股份,A股
1254,2020-11-15,002813.SZ,路畅科技,A股
1255,2020-11-15,002815.SZ,崇达技术,A股
1256,2020-11-15,002816.SZ,和科达,A股
1257,2020-11-15,002817.SZ,黄山胶囊,A股
1258,2020-11-15,002818.SZ,富森美,A股
1259,2020-11-15,002819.SZ,东方中科,A股
1260,2020-11-15,002820.SZ,桂发祥,A股
1261,2020-11-15,002821.SZ,凯莱英,A股
1262,2020-11-15,002822.SZ,中装建设,A股
1263,2020-11-15,002823.SZ,凯中精密,A股
1264,2020-11-15,002824.SZ,和胜股份,A股
1265,2020-11-15,002825.SZ,纳尔股份,A股
1266,2020-11-15,002826.SZ,易明医药,A股
1267,2020-11-15,002827.SZ,高争民爆,A股
1268,2020-11-15,002828.SZ,贝肯能源,A股
1269,2020-11-15,002829.SZ,星网宇达,A股
1270,2020-11-15,002830.SZ,名雕股份,A股
1271,2020-11-15,002831.SZ,裕同科技,A股
1272,2020-11-15,002832.SZ,比音勒芬,A股
1273,2020-11-15,002833.SZ,弘亚数控,A股
1274,2020-11-15,002835.SZ,同为股份,A股
1275,2020-11-15,002836.SZ,新宏泽,A股
1276,2020-11-15,002837.SZ,英维克,A股
1277,2020-11-15,002838.SZ,道恩股份,A股
1278,2020-11-15,002839.SZ,张家港行,A股
1279,2020-11-15,002840.SZ,华统股份,A股
1280,2020-11-15,002841.SZ,视源股份,A股
1281,2020-11-15,002842.SZ,翔鹭钨业,A股
1282,2020-11-15,002843.SZ,泰嘉股份,A股
1283,2020-11-15,002845.SZ,同兴达,A股
1284,2020-11-15,002846.SZ,英联股份,A股
1285,2020-11-15,002847.SZ,盐津铺子,A股
1286,2020-11-15,002848.SZ,高斯贝尔,A股
1287,2020-11-15,002849.SZ,威星智能,A股
1288,2020-11-15,002850.SZ,科达利,A股
1289,2020-11-15,002851.SZ,麦格米特,A股
1290,2020-11-15,002852.SZ,道道全,A股
1291,2020-11-15,002853.SZ,皮阿诺,A股
1292,2020-11-15,002855.SZ,捷荣技术,A股
1293,2020-11-15,002856.SZ,美芝股份,A股
1294,2020-11-15,002857.SZ,三晖电气,A股
1295,2020-11-15,002858.SZ,力盛赛车,A股
1296,2020-11-15,002859.SZ,洁美科技,A股
1297,2020-11-15,002860.SZ,星帅尔,A股
1298,2020-11-15,002861.SZ,瀛通通讯,A股
1299,2020-11-15,002862.SZ,实丰文化,A股
1300,2020-11-15,002863.SZ,今飞凯达,A股
1301,2020-11-15,002864.SZ,盘龙药业,A股
1302,2020-11-15,002865.SZ,钧达股份,A股
1303,2020-11-15,002866.SZ,传艺科技,A股
1304,2020-11-15,002867.SZ,周大生,A股
1305,2020-11-15,002868.SZ,绿康生化,A股
1306,2020-11-15,002869.SZ,金溢科技,A股
1307,2020-11-15,002870.SZ,香山股份,A股
1308,2020-11-15,002871.SZ,伟隆股份,A股
1309,2020-11-15,002872.SZ,ST天圣,A股
1310,2020-11-15,002873.SZ,新天药业,A股
1311,2020-11-15,002875.SZ,安奈儿,A股
1312,2020-11-15,002876.SZ,三利谱,A股
1313,2020-11-15,002877.SZ,智能自控,A股
1314,2020-11-15,002878.SZ,元隆雅图,A股
1315,2020-11-15,002879.SZ,长缆科技,A股
1316,2020-11-15,002880.SZ,卫光生物,A股
1317,2020-11-15,002881.SZ,美格智能,A股
1318,2020-11-15,002882.SZ,金龙羽,A股
1319,2020-11-15,002883.SZ,中设股份,A股
1320,2020-11-15,002884.SZ,凌霄泵业,A股
1321,2020-11-15,002885.SZ,京泉华,A股
1322,2020-11-15,002886.SZ,沃特股份,A股
1323,2020-11-15,002887.SZ,绿茵生态,A股
1324,2020-11-15,002888.SZ,惠威科技,A股
1325,2020-11-15,002889.SZ,东方嘉盛,A股
1326,2020-11-15,002890.SZ,弘宇股份,A股
1327,2020-11-15,002891.SZ,中宠股份,A股
1328,2020-11-15,002892.SZ,科力尔,A股
1329,2020-11-15,002893.SZ,华通热力,A股
1330,2020-11-15,002895.SZ,川恒股份,A股
1331,2020-11-15,002896.SZ,中大力德,A股
1332,2020-11-15,002897.SZ,意华股份,A股
1333,2020-11-15,002898.SZ,赛隆药业,A股
1334,2020-11-15,002899.SZ,英派斯,A股
1335,2020-11-15,002900.SZ,哈三联,A股
1336,2020-11-15,002901.SZ,大博医疗,A股
1337,2020-11-15,002902.SZ,铭普光磁,A股
1338,2020-11-15,002903.SZ,宇环数控,A股
1339,2020-11-15,002905.SZ,金逸影视,A股
1340,2020-11-15,002906.SZ,华阳集团,A股
1341,2020-11-15,002907.SZ,华森制药,A股
1342,2020-11-15,002908.SZ,德生科技,A股
1343,2020-11-15,002909.SZ,集泰股份,A股
1344,2020-11-15,002910.SZ,庄园牧场,A股
1345,2020-11-15,002911.SZ,佛燃能源,A股
1346,2020-11-15,002912.SZ,中新赛克,A股
1347,2020-11-15,002913.SZ,奥士康,A股
1348,2020-11-15,002915.SZ,中欣氟材,A股
1349,2020-11-15,002916.SZ,深南电路,A股
1350,2020-11-15,002917.SZ,金奥博,A股
1351,2020-11-15,002918.SZ,蒙娜丽莎,A股
1352,2020-11-15,002919.SZ,名臣健康,A股
1353,2020-11-15,002920.SZ,德赛西威,A股
1354,2020-11-15,002921.SZ,联诚精密,A股
1355,2020-11-15,002922.SZ,伊戈尔,A股
1356,2020-11-15,002923.SZ,润都股份,A股
1357,2020-11-15,002925.SZ,盈趣科技,A股
1358,2020-11-15,002926.SZ,华西证券,A股
1359,2020-11-15,002927.SZ,泰永长征,A股
1360,2020-11-15,002928.SZ,华夏航空,A股
1361,2020-11-15,002929.SZ,润建股份,A股
1362,2020-11-15,002930.SZ,宏川智慧,A股
1363,2020-11-15,002931.SZ,锋龙股份,A股
1364,2020-11-15,002932.SZ,明德生物,A股
1365,2020-11-15,002933.SZ,新兴装备,A股
1366,2020-11-15,002935.SZ,天奥电子,A股
1367,2020-11-15,002936.SZ,郑州银行,A股
1368,2020-11-15,002937.SZ,兴瑞科技,A股
1369,2020-11-15,002938.SZ,鹏鼎控股,A股
1370,2020-11-15,002939.SZ,长城证券,A股
1371,2020-11-15,002940.SZ,昂利康,A股
1372,2020-11-15,002941.SZ,新疆交建,A股
1373,2020-11-15,002942.SZ,新农股份,A股
1374,2020-11-15,002943.SZ,宇晶股份,A股
1375,2020-11-15,002945.SZ,华林证券,A股
1376,2020-11-15,002946.SZ,新乳业,A股
1377,2020-11-15,002947.SZ,恒铭达,A股
1378,2020-11-15,002948.SZ,青岛银行,A股
1379,2020-11-15,002949.SZ,华阳国际,A股
1380,2020-11-15,002950.SZ,奥美医疗,A股
1381,2020-11-15,002951.SZ,金时科技,A股
1382,2020-11-15,002952.SZ,亚世光电,A股
1383,2020-11-15,002953.SZ,日丰股份,A股
1384,2020-11-15,002955.SZ,鸿合科技,A股
1385,2020-11-15,002956.SZ,西麦食品,A股
1386,2020-11-15,002957.SZ,科瑞技术,A股
1387,2020-11-15,002958.SZ,青农商行,A股
1388,2020-11-15,002959.SZ,小熊电器,A股
1389,2020-11-15,002960.SZ,青鸟消防,A股
1390,2020-11-15,002961.SZ,瑞达期货,A股
1391,2020-11-15,002962.SZ,五方光电,A股
1392,2020-11-15,002963.SZ,豪尔赛,A股
1393,2020-11-15,002965.SZ,祥鑫科技,A股
1394,2020-11-15,002966.SZ,苏州银行,A股
1395,2020-11-15,002967.SZ,广电计量,A股
1396,2020-11-15,002968.SZ,新大正,A股
1397,2020-11-15,002969.SZ,嘉美包装,A股
1398,2020-11-15,002970.SZ,锐明技术,A股
1399,2020-11-15,002971.SZ,和远气体,A股
1400,2020-11-15,002972.SZ,科安达,A股
1401,2020-11-15,002973.SZ,侨银环保,A股
1402,2020-11-15,002975.SZ,博杰股份,A股
1403,2020-11-15,002976.SZ,瑞玛工业,A股
1404,2020-11-15,002977.SZ,天箭科技,A股
1405,2020-11-15,002978.SZ,安宁股份,A股
1406,2020-11-15,002979.SZ,雷赛智能,A股
1407,2020-11-15,002980.SZ,华盛昌,A股
1408,2020-11-15,002981.SZ,朝阳科技,A股
1409,2020-11-15,002982.SZ,湘佳股份,A股
1410,2020-11-15,002983.SZ,芯瑞达,A股
1411,2020-11-15,002984.SZ,森麒麟,A股
1412,2020-11-15,002985.SZ,北摩高科,A股
1413,2020-11-15,002986.SZ,宇新股份,A股
1414,2020-11-15,002987.SZ,京北方,A股
1415,2020-11-15,002988.SZ,豪美新材,A股
1416,2020-11-15,002989.SZ,中天精装,A股
1417,2020-11-15,002990.SZ,盛视科技,A股
1418,2020-11-15,002991.SZ,甘源食品,A股
1419,2020-11-15,002992.SZ,宝明科技,A股
1420,2020-11-15,002993.SZ,奥海科技,A股
1421,2020-11-15,002995.SZ,天地在线,A股
1422,2020-11-15,002996.SZ,顺博合金,A股
1423,2020-11-15,002997.SZ,瑞鹄模具,A股
1424,2020-11-15,002998.SZ,优彩资源,A股
1425,2020-11-15,002999.SZ,天禾股份,A股
1426,2020-11-15,003000.SZ,华文食品,A股
1427,2020-11-15,003001.SZ,中岩大地,A股
1428,2020-11-15,003002.SZ,壶化股份,A股
1429,2020-11-15,003003.SZ,天元股份,A股
1430,2020-11-15,003005.SZ,竞业达,A股
1431,2020-11-15,003006.SZ,百亚股份,A股
1432,2020-11-15,003007.SZ,直真科技,A股
1433,2020-11-15,003008.SZ,开普检测,A股
1434,2020-11-15,003009.SZ,中天火箭,A股
1435,2020-11-15,003010.SZ,若羽臣,A股
1436,2020-11-15,003011.SZ,海象新材,A股
1437,2020-11-15,003012.SZ,东鹏控股,A股
1438,2020-11-15,003013.SZ,地铁设计,A股
1439,2020-11-15,003015.SZ,日久光电,A股
1440,2020-11-15,003016.SZ,欣贺股份,A股
1441,2020-11-15,003017.SZ,大洋生物,A股
1442,2020-11-15,003018.SZ,金富科技,A股
1443,2020-11-15,003816.SZ,中国广核,A股
1444,2020-11-15,300001.SZ,特锐德,A股
1445,2020-11-15,300002.SZ,神州泰岳,A股
1446,2020-11-15,300003.SZ,乐普医疗,A股
1447,2020-11-15,300004.SZ,南风股份,A股
1448,2020-11-15,300005.SZ,探路者,A股
1449,2020-11-15,300006.SZ,莱美药业,A股
1450,2020-11-15,300007.SZ,汉威科技,A股
1451,2020-11-15,300008.SZ,天海防务,A股
1452,2020-11-15,300009.SZ,安科生物,A股
1453,2020-11-15,300010.SZ,豆神教育,A股
1454,2020-11-15,300011.SZ,鼎汉技术,A股
1455,2020-11-15,300012.SZ,华测检测,A股
1456,2020-11-15,300013.SZ,新宁物流,A股
1457,2020-11-15,300014.SZ,亿纬锂能,A股
1458,2020-11-15,300015.SZ,爱尔眼科,A股
1459,2020-11-15,300016.SZ,北陆药业,A股
1460,2020-11-15,300017.SZ,网宿科技,A股
1461,2020-11-15,300018.SZ,中元股份,A股
1462,2020-11-15,300019.SZ,硅宝科技,A股
1463,2020-11-15,300020.SZ,银江股份,A股
1464,2020-11-15,300021.SZ,大禹节水,A股
1465,2020-11-15,300022.SZ,吉峰科技,A股
1466,2020-11-15,300023.SZ,宝德股份,A股
1467,2020-11-15,300024.SZ,机器人,A股
1468,2020-11-15,300025.SZ,华星创业,A股
1469,2020-11-15,300026.SZ,红日药业,A股
1470,2020-11-15,300027.SZ,华谊兄弟,A股
1471,2020-11-15,300029.SZ,ST天龙,A股
1472,2020-11-15,300030.SZ,阳普医疗,A股
1473,2020-11-15,300031.SZ,宝通科技,A股
1474,2020-11-15,300032.SZ,金龙机电,A股
1475,2020-11-15,300033.SZ,同花顺,A股
1476,2020-11-15,300034.SZ,钢研高纳,A股
1477,2020-11-15,300035.SZ,中科电气,A股
1478,2020-11-15,300036.SZ,超图软件,A股
1479,2020-11-15,300037.SZ,新宙邦,A股
1480,2020-11-15,300038.SZ,数知科技,A股
1481,2020-11-15,300039.SZ,上海凯宝,A股
1482,2020-11-15,300040.SZ,九洲集团,A股
1483,2020-11-15,300041.SZ,回天新材,A股
1484,2020-11-15,300042.SZ,朗科科技,A股
1485,2020-11-15,300043.SZ,星辉娱乐,A股
1486,2020-11-15,300044.SZ,赛为智能,A股
1487,2020-11-15,300045.SZ,华力创通,A股
1488,2020-11-15,300046.SZ,台基股份,A股
1489,2020-11-15,300047.SZ,天源迪科,A股
1490,2020-11-15,300048.SZ,合康新能,A股
1491,2020-11-15,300049.SZ,福瑞股份,A股
1492,2020-11-15,300050.SZ,世纪鼎利,A股
1493,2020-11-15,300051.SZ,三五互联,A股
1494,2020-11-15,300052.SZ,中青宝,A股
1495,2020-11-15,300053.SZ,欧比特,A股
1496,2020-11-15,300054.SZ,鼎龙股份,A股
1497,2020-11-15,300055.SZ,万邦达,A股
1498,2020-11-15,300056.SZ,中创环保,A股
1499,2020-11-15,300057.SZ,万顺新材,A股
1500,2020-11-15,300058.SZ,蓝色光标,A股
1501,2020-11-15,300059.SZ,东方财富,A股
1502,2020-11-15,300061.SZ,旗天科技,A股
1503,2020-11-15,300062.SZ,中能电气,A股
1504,2020-11-15,300063.SZ,天龙集团,A股
1505,2020-11-15,300064.SZ,ST金刚,A股
1506,2020-11-15,300065.SZ,海兰信,A股
1507,2020-11-15,300066.SZ,三川智慧,A股
1508,2020-11-15,300067.SZ,安诺其,A股
1509,2020-11-15,300068.SZ,南都电源,A股
1510,2020-11-15,300069.SZ,金利华电,A股
1511,2020-11-15,300070.SZ,碧水源,A股
1512,2020-11-15,300071.SZ,华谊嘉信,A股
1513,2020-11-15,300072.SZ,三聚环保,A股
1514,2020-11-15,300073.SZ,当升科技,A股
1515,2020-11-15,300074.SZ,华平股份,A股
1516,2020-11-15,300075.SZ,数字政通,A股
1517,2020-11-15,300076.SZ,GQY视讯,A股
1518,2020-11-15,300077.SZ,国民技术,A股
1519,2020-11-15,300078.SZ,思创医惠,A股
1520,2020-11-15,300079.SZ,数码科技,A股
1521,2020-11-15,300080.SZ,易成新能,A股
1522,2020-11-15,300081.SZ,恒信东方,A股
1523,2020-11-15,300082.SZ,奥克股份,A股
1524,2020-11-15,300083.SZ,创世纪,A股
1525,2020-11-15,300084.SZ,海默科技,A股
1526,2020-11-15,300085.SZ,银之杰,A股
1527,2020-11-15,300086.SZ,康芝药业,A股
1528,2020-11-15,300087.SZ,荃银高科,A股
1529,2020-11-15,300088.SZ,长信科技,A股
1530,2020-11-15,300089.SZ,文化长城,A股
1531,2020-11-15,300091.SZ,金通灵,A股
1532,2020-11-15,300092.SZ,科新机电,A股
1533,2020-11-15,300093.SZ,金刚玻璃,A股
1534,2020-11-15,300094.SZ,国联水产,A股
1535,2020-11-15,300095.SZ,华伍股份,A股
1536,2020-11-15,300096.SZ,易联众,A股
1537,2020-11-15,300097.SZ,智云股份,A股
1538,2020-11-15,300098.SZ,高新兴,A股
1539,2020-11-15,300099.SZ,精准信息,A股
1540,2020-11-15,300100.SZ,双林股份,A股
1541,2020-11-15,300101.SZ,振芯科技,A股
1542,2020-11-15,300102.SZ,乾照光电,A股
1543,2020-11-15,300103.SZ,达刚控股,A股
1544,2020-11-15,300105.SZ,龙源技术,A股
1545,2020-11-15,300106.SZ,西部牧业,A股
1546,2020-11-15,300107.SZ,建新股份,A股
1547,2020-11-15,300108.SZ,吉药控股,A股
1548,2020-11-15,300109.SZ,新开源,A股
1549,2020-11-15,300110.SZ,华仁药业,A股
1550,2020-11-15,300111.SZ,向日葵,A股
1551,2020-11-15,300112.SZ,万讯自控,A股
1552,2020-11-15,300113.SZ,顺网科技,A股
1553,2020-11-15,300114.SZ,中航电测,A股
1554,2020-11-15,300115.SZ,长盈精密,A股
1555,2020-11-15,300116.SZ,保力新,A股
1556,2020-11-15,300117.SZ,嘉寓股份,A股
1557,2020-11-15,300118.SZ,东方日升,A股
1558,2020-11-15,300119.SZ,瑞普生物,A股
1559,2020-11-15,300120.SZ,经纬辉开,A股
1560,2020-11-15,300121.SZ,阳谷华泰,A股
1561,2020-11-15,300122.SZ,智飞生物,A股
1562,2020-11-15,300123.SZ,亚光科技,A股
1563,2020-11-15,300124.SZ,汇川技术,A股
1564,2020-11-15,300125.SZ,聆达股份,A股
1565,2020-11-15,300126.SZ,锐奇股份,A股
1566,2020-11-15,300127.SZ,银河磁体,A股
1567,2020-11-15,300128.SZ,锦富技术,A股
1568,2020-11-15,300129.SZ,泰胜风能,A股
1569,2020-11-15,300130.SZ,新国都,A股
1570,2020-11-15,300131.SZ,英唐智控,A股
1571,2020-11-15,300132.SZ,青松股份,A股
1572,2020-11-15,300133.SZ,华策影视,A股
1573,2020-11-15,300134.SZ,大富科技,A股
1574,2020-11-15,300135.SZ,宝利国际,A股
1575,2020-11-15,300136.SZ,信维通信,A股
1576,2020-11-15,300137.SZ,先河环保,A股
1577,2020-11-15,300138.SZ,晨光生物,A股
1578,2020-11-15,300139.SZ,晓程科技,A股
1579,2020-11-15,300140.SZ,中环装备,A股
1580,2020-11-15,300141.SZ,和顺电气,A股
1581,2020-11-15,300142.SZ,沃森生物,A股
1582,2020-11-15,300143.SZ,盈康生命,A股
1583,2020-11-15,300144.SZ,宋城演艺,A股
1584,2020-11-15,300145.SZ,中金环境,A股
1585,2020-11-15,300146.SZ,汤臣倍健,A股
1586,2020-11-15,300147.SZ,香雪制药,A股
1587,2020-11-15,300148.SZ,天舟文化,A股
1588,2020-11-15,300149.SZ,睿智医药,A股
1589,2020-11-15,300150.SZ,世纪瑞尔,A股
1590,2020-11-15,300151.SZ,昌红科技,A股
1591,2020-11-15,300152.SZ,科融环境,A股
1592,2020-11-15,300153.SZ,科泰电源,A股
1593,2020-11-15,300154.SZ,瑞凌股份,A股
1594,2020-11-15,300155.SZ,安居宝,A股
1595,2020-11-15,300157.SZ,恒泰艾普,A股
1596,2020-11-15,300158.SZ,振东制药,A股
1597,2020-11-15,300159.SZ,新研股份,A股
1598,2020-11-15,300160.SZ,秀强股份,A股
1599,2020-11-15,300161.SZ,华中数控,A股
1600,2020-11-15,300162.SZ,雷曼光电,A股
1601,2020-11-15,300163.SZ,先锋新材,A股
1602,2020-11-15,300164.SZ,通源石油,A股
1603,2020-11-15,300165.SZ,天瑞仪器,A股
1604,2020-11-15,300166.SZ,东方国信,A股
1605,2020-11-15,300167.SZ,迪威迅,A股
1606,2020-11-15,300168.SZ,万达信息,A股
1607,2020-11-15,300169.SZ,天晟新材,A股
1608,2020-11-15,300170.SZ,汉得信息,A股
1609,2020-11-15,300171.SZ,东富龙,A股
1610,2020-11-15,300172.SZ,中电环保,A股
1611,2020-11-15,300173.SZ,福能东方,A股
1612,2020-11-15,300174.SZ,元力股份,A股
1613,2020-11-15,300175.SZ,朗源股份,A股
1614,2020-11-15,300176.SZ,派生科技,A股
1615,2020-11-15,300177.SZ,中海达,A股
1616,2020-11-15,300178.SZ,腾邦国际,A股
1617,2020-11-15,300179.SZ,四方达,A股
1618,2020-11-15,300180.SZ,华峰超纤,A股
1619,2020-11-15,300181.SZ,佐力药业,A股
1620,2020-11-15,300182.SZ,捷成股份,A股
1621,2020-11-15,300183.SZ,东软载波,A股
1622,2020-11-15,300184.SZ,力源信息,A股
1623,2020-11-15,300185.SZ,通裕重工,A股
1624,2020-11-15,300187.SZ,永清环保,A股
1625,2020-11-15,300188.SZ,美亚柏科,A股
1626,2020-11-15,300189.SZ,神农科技,A股
1627,2020-11-15,300190.SZ,维尔利,A股
1628,2020-11-15,300191.SZ,潜能恒信,A股
1629,2020-11-15,300192.SZ,科斯伍德,A股
1630,2020-11-15,300193.SZ,佳士科技,A股
1631,2020-11-15,300194.SZ,福安药业,A股
1632,2020-11-15,300195.SZ,长荣股份,A股
1633,2020-11-15,300196.SZ,长海股份,A股
1634,2020-11-15,300197.SZ,铁汉生态,A股
1635,2020-11-15,300198.SZ,纳川股份,A股
1636,2020-11-15,300199.SZ,翰宇药业,A股
1637,2020-11-15,300200.SZ,高盟新材,A股
1638,2020-11-15,300201.SZ,海伦哲,A股
1639,2020-11-15,300202.SZ,聚龙股份,A股
1640,2020-11-15,300203.SZ,聚光科技,A股
1641,2020-11-15,300204.SZ,舒泰神,A股
1642,2020-11-15,300205.SZ,天喻信息,A股
1643,2020-11-15,300206.SZ,理邦仪器,A股
1644,2020-11-15,300207.SZ,欣旺达,A股
1645,2020-11-15,300208.SZ,青岛中程,A股
1646,2020-11-15,300209.SZ,天泽信息,A股
1647,2020-11-15,300210.SZ,森远股份,A股
1648,2020-11-15,300211.SZ,亿通科技,A股
1649,2020-11-15,300212.SZ,易华录,A股
1650,2020-11-15,300213.SZ,佳讯飞鸿,A股
1651,2020-11-15,300214.SZ,日科化学,A股
1652,2020-11-15,300215.SZ,电科院,A股
1653,2020-11-15,300217.SZ,东方电热,A股
1654,2020-11-15,300218.SZ,安利股份,A股
1655,2020-11-15,300219.SZ,鸿利智汇,A股
1656,2020-11-15,300220.SZ,金运激光,A股
1657,2020-11-15,300221.SZ,银禧科技,A股
1658,2020-11-15,300222.SZ,科大智能,A股
1659,2020-11-15,300223.SZ,北京君正,A股
1660,2020-11-15,300224.SZ,正海磁材,A股
1661,2020-11-15,300225.SZ,金力泰,A股
1662,2020-11-15,300226.SZ,上海钢联,A股
1663,2020-11-15,300227.SZ,光韵达,A股
