,date,wind_code,sec_name,wind_type1
182,2020-11-15,000608.SZ,阳光股份,A股
183,2020-11-15,000609.SZ,中迪投资,A股
184,2020-11-15,000610.SZ,西安旅游,A股
185,2020-11-15,000611.SZ,ST天首,A股
186,2020-11-15,000612.SZ,焦作万方,A股
187,2020-11-15,000613.SZ,大东海A,A股
188,2020-11-15,000615.SZ,京汉股份,A股
189,2020-11-15,000616.SZ,海航投资,A股
190,2020-11-15,000617.SZ,中油资本,A股
191,2020-11-15,000619.SZ,海螺型材,A股
192,2020-11-15,000620.SZ,新华联,A股
193,2020-11-15,000622.SZ,恒立实业,A股
194,2020-11-15,000623.SZ,吉林敖东,A股
195,2020-11-15,000625.SZ,长安汽车,A股
196,2020-11-15,000626.SZ,远大控股,A股
197,2020-11-15,000627.SZ,天茂集团,A股
198,2020-11-15,000628.SZ,高新发展,A股
199,2020-11-15,000629.SZ,攀钢钒钛,A股
200,2020-11-15,000630.SZ,铜陵有色,A股
201,2020-11-15,000631.SZ,顺发恒业,A股
202,2020-11-15,000632.SZ,三木集团,A股
203,2020-11-15,000633.SZ,合金投资,A股
204,2020-11-15,000635.SZ,英力特,A股
205,2020-11-15,000636.SZ,风华高科,A股
206,2020-11-15,000637.SZ,茂化实华,A股
207,2020-11-15,000638.SZ,万方发展,A股
208,2020-11-15,000639.SZ,西王食品,A股
209,2020-11-15,000650.SZ,仁和药业,A股
210,2020-11-15,000651.SZ,格力电器,A股
211,2020-11-15,000652.SZ,泰达股份,A股
212,2020-11-15,000655.SZ,金岭矿业,A股
213,2020-11-15,000656.SZ,金科股份,A股
214,2020-11-15,000657.SZ,中钨高新,A股
215,2020-11-15,000659.SZ,珠海中富,A股
216,2020-11-15,000661.SZ,长春高新,A股
217,2020-11-15,000662.SZ,*ST天夏,A股
218,2020-11-15,000663.SZ,*ST永林,A股
219,2020-11-15,000665.SZ,湖北广电,A股
220,2020-11-15,000666.SZ,经纬纺机,A股
221,2020-11-15,000667.SZ,美好置业,A股
222,2020-11-15,000668.SZ,荣丰控股,A股
223,2020-11-15,000669.SZ,*ST金鸿,A股
224,2020-11-15,000670.SZ,*ST盈方,A股
225,2020-11-15,000671.SZ,阳光城,A股
226,2020-11-15,000672.SZ,上峰水泥,A股
227,2020-11-15,000673.SZ,*ST当代,A股
228,2020-11-15,000676.SZ,智度股份,A股
229,2020-11-15,000677.SZ,恒天海龙,A股
230,2020-11-15,000678.SZ,襄阳轴承,A股
231,2020-11-15,000679.SZ,*ST友谊,A股
232,2020-11-15,000680.SZ,山推股份,A股
233,2020-11-15,000681.SZ,视觉中国,A股
234,2020-11-15,000682.SZ,东方电子,A股
235,2020-11-15,000683.SZ,远兴能源,A股
236,2020-11-15,000685.SZ,中山公用,A股
237,2020-11-15,000686.SZ,东北证券,A股
238,2020-11-15,000687.SZ,*ST华讯,A股
239,2020-11-15,000688.SZ,国城矿业,A股
240,2020-11-15,000690.SZ,宝新能源,A股
241,2020-11-15,000691.SZ,亚太实业,A股
242,2020-11-15,000692.SZ,惠天热电,A股
243,2020-11-15,000695.SZ,滨海能源,A股
244,2020-11-15,000697.SZ,炼石航空,A股
245,2020-11-15,000698.SZ,沈阳化工,A股
246,2020-11-15,000700.SZ,模塑科技,A股
247,2020-11-15,000701.SZ,厦门信达,A股
248,2020-11-15,000702.SZ,正虹科技,A股
249,2020-11-15,000703.SZ,恒逸石化,A股
250,2020-11-15,000705.SZ,浙江震元,A股
251,2020-11-15,000707.SZ,ST双环,A股
252,2020-11-15,000708.SZ,中信特钢,A股
253,2020-11-15,000709.SZ,河钢股份,A股
254,2020-11-15,000710.SZ,贝瑞基因,A股
255,2020-11-15,000711.SZ,京蓝科技,A股
256,2020-11-15,000712.SZ,锦龙股份,A股
257,2020-11-15,000713.SZ,丰乐种业,A股
258,2020-11-15,000715.SZ,中兴商业,A股
259,2020-11-15,000716.SZ,黑芝麻,A股
260,2020-11-15,000717.SZ,韶钢松山,A股
261,2020-11-15,000718.SZ,苏宁环球,A股
262,2020-11-15,000719.SZ,中原传媒,A股
263,2020-11-15,000720.SZ,新能泰山,A股
264,2020-11-15,000721.SZ,西安饮食,A股
265,2020-11-15,000722.SZ,湖南发展,A股
266,2020-11-15,000723.SZ,美锦能源,A股
267,2020-11-15,000725.SZ,京东方A,A股
268,2020-11-15,000726.SZ,鲁泰A,A股
269,2020-11-15,000727.SZ,*ST东科,A股
270,2020-11-15,000728.SZ,国元证券,A股
271,2020-11-15,000729.SZ,燕京啤酒,A股
272,2020-11-15,000731.SZ,四川美丰,A股
273,2020-11-15,000732.SZ,泰禾集团,A股
274,2020-11-15,000733.SZ,振华科技,A股
275,2020-11-15,000735.SZ,罗牛山,A股
276,2020-11-15,000736.SZ,中交地产,A股
277,2020-11-15,000737.SZ,ST南风,A股
278,2020-11-15,000738.SZ,航发控制,A股
279,2020-11-15,000739.SZ,普洛药业,A股
280,2020-11-15,000750.SZ,国海证券,A股
281,2020-11-15,000751.SZ,锌业股份,A股
282,2020-11-15,000752.SZ,*ST西发,A股
283,2020-11-15,000753.SZ,漳州发展,A股
284,2020-11-15,000755.SZ,山西路桥,A股
285,2020-11-15,000756.SZ,新华制药,A股
286,2020-11-15,000757.SZ,浩物股份,A股
287,2020-11-15,000758.SZ,中色股份,A股
288,2020-11-15,000759.SZ,中百集团,A股
289,2020-11-15,000760.SZ,*ST斯太,A股
290,2020-11-15,000761.SZ,本钢板材,A股
291,2020-11-15,000762.SZ,西藏矿业,A股
292,2020-11-15,000766.SZ,通化金马,A股
293,2020-11-15,000767.SZ,漳泽电力,A股
294,2020-11-15,000768.SZ,中航飞机,A股
295,2020-11-15,000776.SZ,广发证券,A股
296,2020-11-15,000777.SZ,中核科技,A股
297,2020-11-15,000778.SZ,新兴铸管,A股
298,2020-11-15,000779.SZ,甘咨询,A股
299,2020-11-15,000780.SZ,*ST平能,A股
300,2020-11-15,000782.SZ,美达股份,A股
301,2020-11-15,000783.SZ,长江证券,A股
302,2020-11-15,000785.SZ,居然之家,A股
303,2020-11-15,000786.SZ,北新建材,A股
304,2020-11-15,000788.SZ,北大医药,A股
305,2020-11-15,000789.SZ,万年青,A股
306,2020-11-15,000790.SZ,华神科技,A股
307,2020-11-15,000791.SZ,甘肃电投,A股
308,2020-11-15,000792.SZ,*ST盐湖,A股
309,2020-11-15,000793.SZ,华闻集团,A股
310,2020-11-15,000795.SZ,英洛华,A股
311,2020-11-15,000796.SZ,凯撒旅业,A股
312,2020-11-15,000797.SZ,中国武夷,A股
313,2020-11-15,000798.SZ,中水渔业,A股
314,2020-11-15,000799.SZ,酒鬼酒,A股
315,2020-11-15,000800.SZ,一汽解放,A股
316,2020-11-15,000801.SZ,四川九洲,A股
317,2020-11-15,000802.SZ,北京文化,A股
318,2020-11-15,000803.SZ,*ST北能,A股
319,2020-11-15,000806.SZ,*ST银河,A股
320,2020-11-15,000807.SZ,云铝股份,A股
321,2020-11-15,000809.SZ,铁岭新城,A股
322,2020-11-15,000810.SZ,创维数字,A股
323,2020-11-15,000811.SZ,冰轮环境,A股
324,2020-11-15,000812.SZ,陕西金叶,A股
325,2020-11-15,000813.SZ,德展健康,A股
326,2020-11-15,000815.SZ,美利云,A股
327,2020-11-15,000816.SZ,智慧农业,A股
328,2020-11-15,000818.SZ,航锦科技,A股
329,2020-11-15,000819.SZ,岳阳兴长,A股
330,2020-11-15,000820.SZ,*ST节能,A股
331,2020-11-15,000821.SZ,京山轻机,A股
332,2020-11-15,000822.SZ,山东海化,A股
333,2020-11-15,000823.SZ,超声电子,A股
334,2020-11-15,000825.SZ,太钢不锈,A股
335,2020-11-15,000826.SZ,启迪环境,A股
336,2020-11-15,000828.SZ,东莞控股,A股
337,2020-11-15,000829.SZ,天音控股,A股
338,2020-11-15,000830.SZ,鲁西化工,A股
339,2020-11-15,000831.SZ,五矿稀土,A股
340,2020-11-15,000833.SZ,粤桂股份,A股
341,2020-11-15,000835.SZ,*ST长动,A股
342,2020-11-15,000836.SZ,富通鑫茂,A股
343,2020-11-15,000837.SZ,*ST秦机,A股
344,2020-11-15,000838.SZ,财信发展,A股
345,2020-11-15,000839.SZ,中信国安,A股
346,2020-11-15,000848.SZ,承德露露,A股
347,2020-11-15,000850.SZ,华茂股份,A股
348,2020-11-15,000851.SZ,高鸿股份,A股
349,2020-11-15,000852.SZ,石化机械,A股
350,2020-11-15,000856.SZ,冀东装备,A股
351,2020-11-15,000858.SZ,五粮液,A股
352,2020-11-15,000859.SZ,国风塑业,A股
353,2020-11-15,000860.SZ,顺鑫农业,A股
354,2020-11-15,000861.SZ,海印股份,A股
355,2020-11-15,000862.SZ,银星能源,A股
356,2020-11-15,000863.SZ,三湘印象,A股
357,2020-11-15,000868.SZ,ST安凯,A股
358,2020-11-15,000869.SZ,张裕A,A股
359,2020-11-15,000875.SZ,吉电股份,A股
360,2020-11-15,000876.SZ,新希望,A股
361,2020-11-15,000877.SZ,天山股份,A股
362,2020-11-15,000878.SZ,云南铜业,A股
363,2020-11-15,000880.SZ,潍柴重机,A股
364,2020-11-15,000881.SZ,中广核技,A股
365,2020-11-15,000882.SZ,华联股份,A股
366,2020-11-15,000883.SZ,湖北能源,A股
367,2020-11-15,000885.SZ,城发环境,A股
368,2020-11-15,000886.SZ,海南高速,A股
369,2020-11-15,000887.SZ,中鼎股份,A股
370,2020-11-15,000888.SZ,峨眉山A,A股
371,2020-11-15,000889.SZ,中嘉博创,A股
372,2020-11-15,000890.SZ,*ST胜尔,A股
373,2020-11-15,000892.SZ,欢瑞世纪,A股
374,2020-11-15,000893.SZ,亚钾国际,A股
375,2020-11-15,000895.SZ,双汇发展,A股
376,2020-11-15,000897.SZ,津滨发展,A股
377,2020-11-15,000898.SZ,鞍钢股份,A股
378,2020-11-15,000899.SZ,赣能股份,A股
379,2020-11-15,000900.SZ,现代投资,A股
380,2020-11-15,000901.SZ,航天科技,A股
381,2020-11-15,000902.SZ,新洋丰,A股
382,2020-11-15,000903.SZ,云内动力,A股
383,2020-11-15,000905.SZ,厦门港务,A股
384,2020-11-15,000906.SZ,浙商中拓,A股
385,2020-11-15,000908.SZ,景峰医药,A股
386,2020-11-15,000909.SZ,数源科技,A股
387,2020-11-15,000910.SZ,大亚圣象,A股
388,2020-11-15,000911.SZ,南宁糖业,A股
389,2020-11-15,000912.SZ,泸天化,A股
390,2020-11-15,000913.SZ,钱江摩托,A股
391,2020-11-15,000915.SZ,山大华特,A股
392,2020-11-15,000917.SZ,电广传媒,A股
393,2020-11-15,000918.SZ,嘉凯城,A股
394,2020-11-15,000919.SZ,金陵药业,A股
395,2020-11-15,000920.SZ,南方汇通,A股
396,2020-11-15,000921.SZ,海信家电,A股
397,2020-11-15,000922.SZ,佳电股份,A股
398,2020-11-15,000923.SZ,河钢资源,A股
399,2020-11-15,000925.SZ,众合科技,A股
400,2020-11-15,000926.SZ,福星股份,A股
401,2020-11-15,000927.SZ,*ST夏利,A股
402,2020-11-15,000928.SZ,中钢国际,A股
403,2020-11-15,000929.SZ,兰州黄河,A股
404,2020-11-15,000930.SZ,中粮科技,A股
405,2020-11-15,000931.SZ,中关村,A股
406,2020-11-15,000932.SZ,华菱钢铁,A股
407,2020-11-15,000933.SZ,神火股份,A股
408,2020-11-15,000935.SZ,四川双马,A股
409,2020-11-15,000936.SZ,华西股份,A股
410,2020-11-15,000937.SZ,冀中能源,A股
411,2020-11-15,000938.SZ,紫光股份,A股
412,2020-11-15,000939.SZ,凯迪退,A股
413,2020-11-15,000948.SZ,南天信息,A股
414,2020-11-15,000949.SZ,新乡化纤,A股
415,2020-11-15,000950.SZ,重药控股,A股
416,2020-11-15,000951.SZ,中国重汽,A股
417,2020-11-15,000952.SZ,广济药业,A股
418,2020-11-15,000953.SZ,*ST河化,A股
419,2020-11-15,000955.SZ,欣龙控股,A股
420,2020-11-15,000957.SZ,中通客车,A股
421,2020-11-15,000958.SZ,东方能源,A股
422,2020-11-15,000959.SZ,首钢股份,A股
423,2020-11-15,000960.SZ,锡业股份,A股
424,2020-11-15,000961.SZ,中南建设,A股
425,2020-11-15,000962.SZ,东方钽业,A股
426,2020-11-15,000963.SZ,华东医药,A股
427,2020-11-15,000965.SZ,天保基建,A股
428,2020-11-15,000966.SZ,长源电力,A股
429,2020-11-15,000967.SZ,盈峰环境,A股
430,2020-11-15,000968.SZ,蓝焰控股,A股
431,2020-11-15,000969.SZ,安泰科技,A股
432,2020-11-15,000970.SZ,中科三环,A股
433,2020-11-15,000971.SZ,*ST高升,A股
434,2020-11-15,000972.SZ,ST中基,A股
435,2020-11-15,000973.SZ,佛塑科技,A股
436,2020-11-15,000975.SZ,银泰黄金,A股
437,2020-11-15,000976.SZ,华铁股份,A股
438,2020-11-15,000977.SZ,浪潮信息,A股
439,2020-11-15,000978.SZ,桂林旅游,A股
440,2020-11-15,000980.SZ,*ST众泰,A股
441,2020-11-15,000981.SZ,*ST银亿,A股
442,2020-11-15,000982.SZ,*ST中绒,A股
443,2020-11-15,000983.SZ,西山煤电,A股
444,2020-11-15,000985.SZ,大庆华科,A股
445,2020-11-15,000987.SZ,越秀金控,A股
446,2020-11-15,000988.SZ,华工科技,A股
447,2020-11-15,000989.SZ,九芝堂,A股
448,2020-11-15,000990.SZ,诚志股份,A股
449,2020-11-15,000993.SZ,闽东电力,A股
450,2020-11-15,000995.SZ,*ST皇台,A股
451,2020-11-15,000996.SZ,中国中期,A股
452,2020-11-15,000997.SZ,新大陆,A股
453,2020-11-15,000998.SZ,隆平高科,A股
454,2020-11-15,000999.SZ,华润三九,A股
455,2020-11-15,001696.SZ,宗申动力,A股
456,2020-11-15,001872.SZ,招商港口,A股
457,2020-11-15,001896.SZ,豫能控股,A股
458,2020-11-15,001914.SZ,招商积余,A股
459,2020-11-15,001965.SZ,招商公路,A股
460,2020-11-15,001979.SZ,招商蛇口,A股
461,2020-11-15,002001.SZ,新和成,A股
462,2020-11-15,002002.SZ,鸿达兴业,A股
463,2020-11-15,002003.SZ,伟星股份,A股
464,2020-11-15,002004.SZ,华邦健康,A股
465,2020-11-15,002005.SZ,ST德豪,A股
466,2020-11-15,002006.SZ,精功科技,A股
467,2020-11-15,002007.SZ,华兰生物,A股
468,2020-11-15,002008.SZ,大族激光,A股
469,2020-11-15,002009.SZ,天奇股份,A股
470,2020-11-15,002010.SZ,传化智联,A股
471,2020-11-15,002011.SZ,盾安环境,A股
472,2020-11-15,002012.SZ,凯恩股份,A股
473,2020-11-15,002013.SZ,中航机电,A股
474,2020-11-15,002014.SZ,永新股份,A股
475,2020-11-15,002015.SZ,协鑫能科,A股
476,2020-11-15,002016.SZ,世荣兆业,A股
477,2020-11-15,002017.SZ,东信和平,A股
478,2020-11-15,002019.SZ,亿帆医药,A股
479,2020-11-15,002020.SZ,京新药业,A股
480,2020-11-15,002021.SZ,ST中捷,A股
481,2020-11-15,002022.SZ,科华生物,A股
482,2020-11-15,002023.SZ,海特高新,A股
483,2020-11-15,002024.SZ,苏宁易购,A股
484,2020-11-15,002025.SZ,航天电器,A股
485,2020-11-15,002026.SZ,山东威达,A股
486,2020-11-15,002027.SZ,分众传媒,A股
487,2020-11-15,002028.SZ,思源电气,A股
488,2020-11-15,002029.SZ,七匹狼,A股
489,2020-11-15,002030.SZ,达安基因,A股
490,2020-11-15,002031.SZ,巨轮智能,A股
491,2020-11-15,002032.SZ,苏泊尔,A股
492,2020-11-15,002033.SZ,丽江股份,A股
493,2020-11-15,002034.SZ,旺能环境,A股
494,2020-11-15,002035.SZ,华帝股份,A股
495,2020-11-15,002036.SZ,联创电子,A股
496,2020-11-15,002037.SZ,保利联合,A股
497,2020-11-15,002038.SZ,双鹭药业,A股
498,2020-11-15,002039.SZ,黔源电力,A股
499,2020-11-15,002040.SZ,南京港,A股
500,2020-11-15,002041.SZ,登海种业,A股
501,2020-11-15,002042.SZ,华孚时尚,A股
502,2020-11-15,002043.SZ,兔宝宝,A股
503,2020-11-15,002044.SZ,美年健康,A股
504,2020-11-15,002045.SZ,国光电器,A股
505,2020-11-15,002046.SZ,轴研科技,A股
506,2020-11-15,002047.SZ,宝鹰股份,A股
507,2020-11-15,002048.SZ,宁波华翔,A股
508,2020-11-15,002049.SZ,紫光国微,A股
509,2020-11-15,002050.SZ,三花智控,A股
510,2020-11-15,002051.SZ,中工国际,A股
511,2020-11-15,002052.SZ,*ST同洲,A股
512,2020-11-15,002053.SZ,云南能投,A股
513,2020-11-15,002054.SZ,德美化工,A股
514,2020-11-15,002055.SZ,得润电子,A股
515,2020-11-15,002056.SZ,横店东磁,A股
516,2020-11-15,002057.SZ,中钢天源,A股
517,2020-11-15,002058.SZ,威尔泰,A股
518,2020-11-15,002059.SZ,云南旅游,A股
519,2020-11-15,002060.SZ,粤水电,A股
520,2020-11-15,002061.SZ,浙江交科,A股
521,2020-11-15,002062.SZ,宏润建设,A股
522,2020-11-15,002063.SZ,远光软件,A股
523,2020-11-15,002064.SZ,华峰氨纶,A股
524,2020-11-15,002065.SZ,东华软件,A股
525,2020-11-15,002066.SZ,瑞泰科技,A股
526,2020-11-15,002067.SZ,景兴纸业,A股
527,2020-11-15,002068.SZ,黑猫股份,A股
528,2020-11-15,002069.SZ,獐子岛,A股
529,2020-11-15,002071.SZ,*ST长城,A股
530,2020-11-15,002072.SZ,ST凯瑞,A股
531,2020-11-15,002073.SZ,软控股份,A股
532,2020-11-15,002074.SZ,国轩高科,A股
533,2020-11-15,002075.SZ,沙钢股份,A股
534,2020-11-15,002076.SZ,*ST雪莱,A股
535,2020-11-15,002077.SZ,*ST大港,A股
536,2020-11-15,002078.SZ,太阳纸业,A股
537,2020-11-15,002079.SZ,苏州固锝,A股
538,2020-11-15,002080.SZ,中材科技,A股
539,2020-11-15,002081.SZ,金螳螂,A股
540,2020-11-15,002082.SZ,万邦德,A股
541,2020-11-15,002083.SZ,孚日股份,A股
542,2020-11-15,002084.SZ,海鸥住工,A股
543,2020-11-15,002085.SZ,万丰奥威,A股
544,2020-11-15,002086.SZ,*ST东洋,A股
545,2020-11-15,002087.SZ,新野纺织,A股
546,2020-11-15,002088.SZ,鲁阳节能,A股
547,2020-11-15,002089.SZ,ST新海,A股
548,2020-11-15,002090.SZ,金智科技,A股
549,2020-11-15,002091.SZ,江苏国泰,A股
550,2020-11-15,002092.SZ,中泰化学,A股
551,2020-11-15,002093.SZ,国脉科技,A股
552,2020-11-15,002094.SZ,青岛金王,A股
553,2020-11-15,002095.SZ,生意宝,A股
554,2020-11-15,002096.SZ,南岭民爆,A股
555,2020-11-15,002097.SZ,山河智能,A股
556,2020-11-15,002098.SZ,浔兴股份,A股
557,2020-11-15,002099.SZ,海翔药业,A股
558,2020-11-15,002100.SZ,天康生物,A股
559,2020-11-15,002101.SZ,广东鸿图,A股
